sentence,doc,n
"temporary data stewardscovia corp57 reviews-mankato, mntemporarycovia corp57 reviewsread what people are saying about working here",5,1
that means that across our organization we have plenty of ways to help people who are looking to grow and succeed,48,1
"that’s why we provide every opportunity to expand your skills, knowledge, and experiences through formal education, leadership development opportunities, and informal one-on-one coaching and mentoring from your tricorbraun colleagues",48,1
the below roles are intended to enable you to assess through current resources individuals that can be designated as data stewards or subject matter experts on behalf of your area,10,1
"the business data steward is expected to be knowledgeable with data in the domain providing guidance on the meaning, priority, and quality standards associated with key data elements identified for the domain",12,1
"the business data steward will be required to participate in cross-functional working groups (e.g. for data quality, metadata, and more) and may be called upon to represent their domains on the data governance working group",12,1
the business data steward will work collaboratively with the office of the cdo (chief data officer) to determine the key data elements for that require enhanced governance and control,12,1
the buy segment offers consumer packaged goods manufacturers and retailers the industry’s only global view of retail performance measurement,39,1
"the company produces a full array of monthly, two-week and 1-day lenses, all featuring advanced materials and optics",40,1
the companytricorbraun was founded in 1902 by samuel kranzberg in st,48,1
"the consumer credit enterprise data steward will:develop and track a comprehensive plan to implement the data governance framework and operating model established at corelogic on the assigned domaincollaborate with compliance, risk, sales, marketing, data and it to develop glossary, lineage, data policy and data quality ruleslead the assignment of key business element (kbe) designation for critical data attributesestablish data policies on permissible use of data on kbes and increase usage with the right level of controls partnering with key strategic initiatives as part of the commercial strategymonitor data quality and associated dashboards/reporting and increase the quality of kbes significantly over timemap key business elements to critical processes and products, to identify dependency and usagesupport key initiatives with in the assigned domain and ensure all components of data governance are metposition type full timecountryunited states% travel involvedless than 10%categoryoperationsposting job summaryjoin the team that powers the global real estate economy - corelogic is an innovative, future focused company whose vision is to deliver unique property-level insights that power the global real estate economy",1,1
the data governance lead is expected to demonstrate their superior and distinct data governance competency by governing data systematically and methodically aligned to support business process optimization and transformation needs,44,1
"the data steward is an expert in key business elements, data policy on permissible use and regulatory requirements, data quality rules and guidelines in at least two or more domains (consumer credit, property data such as tax / transactions, appraisal, mls, spatial data etc",1,1
"the data steward will report to manager of operations, cf patient services",28,1
the data steward will work side-by-side with internal partners from the commercial organization to communicate data issues and trends and will be responsible for data clean-up projects,28,1
"the data stewardship function will ensure the ownership accountabilities, requirements and restrictions are adhered to as data moves through the environment",10,1
"the dgo team will act as the administrator and integrator of all data related to item codes, descriptions, categories, designations, general formatting and other master data entered into master data system",33,1
the dgo team will be responsible for the data integrity of operational data across internal and third-party database systems,33,1
"the digital marketing data steward will coordinate the digital marketing channels’ quality, security and maintenance of its’ data with compliance",2,1
"the enterprise data steward provides the specialist viewpoint when representing enterprise data initiatives as follows:drive global consistency in enterprise ingredients and ingredient specification data structuresdefine data standards (elements, definitions, naming conventions, data structure requirements, etc.) for ingredients and ingredient specifications, including business rules, definitions and clearly defined ranges of acceptable values for the critical attributes within the domain",45,1
"the enterprise data steward provides the specialist viewpoint when representing enterprise data initiatives as follows:drive global consistency in enterprise packaging and packaging specification data structuresdefine data standards (elements, definitions, naming conventions, data structure requirements, etc.) for packaging and packaging specification, including business rules, definitions and clearly defined ranges of acceptable values for the critical attributes within the domain",36,1
"the enterprise data steward provides the specialist viewpoint when representing enterprise data initiatives as follows:drive global consistency in enterprise product specification and recipe data structuresdefine data standards (elements, definitions, naming conventions, data structure requirements, etc.) for product specifications and recipes, including business rules, definitions and clearly defined ranges of acceptable values for the critical attributes within the domain",50,1
the enterprise master data steward provides the specialist viewpoint when representing enterprise data initiatives,36,1
"the group provides strategic and tactical support with incorporating data, crm functionality, customer-based analysis and analytical insight into the distribution processes in an effort to improve our strategic and tactical approach to distribution effectiveness",22,1
the hershey company is an equal opportunity employer,45,1
the hershey company is an equal opportunity employer - minority/female/disabled/protected veteransthe hershey company - 30+ days ago - save job - original jobapply nowapply on company sitesave this job,36,1
the ideal candidate will roll up his/her sleeves to do the work and be a part of a team that is executing on the strategy,49,1
the impact you will have:high degree of influence in all directions of the enterprise,49,1
"the individual should be familiar with data governance and have a good understanding of relational databases, data flows and data lineage",42,1
the initial 18-24 months of this role will be solely focused on the erp transformation after which the role will be integrated into the supply chain organization,50,1
"the initial 18-24 months of this role will be solely focused on the erp transformation, after which the role will be integrated into the packaging organizationmajor duties/responsibilities: enterprise master data steward for a domain/area(s):the enterprise master data steward assists with the management of the company's packaging and packaging specification data assets in order to improve and maintain timeliness and quality of the data",36,1
"the initial 18-24 months of this role will be solely focused on the erp transformation, after which the role will be integrated into the supply chain organization",45,1
"the integration of coram into cvs health enables the company to offer enhanced, comprehensive infusion services; expanded payer access; and a national network of more than 85 locations, including 65 ambulatory infusion suites",41,1
"the journey starts with knowledgeable, passionately engaged associates who are proud to recommend petco as a place to work, who believe in our vision and who are committed to delivering a superior customer experience",25,1
the lead data steward will essentially be a single point of contact within our team and with other teams when it comes to the complexities of understanding the data and using it properly for analytics and for requesting additional data from other teams,39,1
"the main difference is that the latter is responsible for the quality of assigned data on day-to-day basis – it is likely that they will draft the data quality rules by which their data is measured, and the data owner will approve those rules",32,1
the most effective members of our team do everything they do with a high level of honesty and integrity while continuously focusing on quality of work and process improvement,4,1
"the most successful candidate will be someone who embraces the creation of reporting through data and analytics that optimizes data collection, is forward-thinking, progressive, understands the retail world and has a past track record of significant accomplishments in data integrity and collection practices",49,1
"the organization offers competitive salaries, advancement opportunities, and a full range of benefits",5,1
"the person will learn and become an expert with all of the data sources and the existing data model, and design a new enhanced data model for efficient extraction to be used in custom analytics",39,1
"the policy of the hershey company is to extend opportunities to qualified applicants and employees on an equal basis regardless of an individual's race, color, gender, age, national origin, religion, citizenship status, marital status, sexual orientation, gender identity, transgender status, physical or mental disability, protected veteran status, genetic information, pregnancy, or any other categories protected by applicable federal, state or local laws",36,1
"the primary deliverables include master and reference data requirements, reliable reference and master data, data quality metrics and reports and data cleansing services",35,1
"the product data quality steward will provide material master data support for all of ce, pro, aviation and wellness finished goods",8,1
"the requirementsto be a good fit for this opportunity you will have:experience with a customer relationship management (crm) system, ideally dynamics 365 for sales3+ years of data management or data governance experience, or equivalentextensive data analysis, retrieval, and query skillssystem skills - web-based technologies/applications, microsoft office (excel, word, outlook, powerpoint), sharepoint and customer service databasesassociate or bachelor’s degree in business administration, information technology, computer science, data analytics or related field; and 3-5 years’ experience; or equivalent combination of education and/or experience",48,1
the role involves interactions with all business areas within state street,42,1
the role requires partnering with business functions to strengthen the trust worthiness of data through data governance principles – quality data; improved data accessibility,44,1
"the role will be responsible for creating outputs, enforcing policies, and ensuring compliance necessary to ensure robust data quality",26,1
"the role will guide local and global resources to ensure the continuous improvement of business results through the implementation and management of standard enterprise master data management processes, tools, and accountabilities",36,1
"the role will need to have a strong understanding of how data is used, shared and collected within the digital channels; display, programmatic, paid search and paid social advertising",2,1
"the role will require working across multiple business teams as well as integration with the analytics, data management and data engineering teams",26,1
the rolethe primary objective of the customer master data steward role is to define and implement the data strategy for the creation and maintenance of customer master data with our microsoft dynamics 365 systems (both erp/operations and sales/crm,48,1
"the salary is up to $60,000 for the ideal candidate, and higher requirements will be considered",3,1
"the senior digital analyst – digital data steward is an integral part of the digital intelligence & optimization team that will be responsible for defining digital data best practices, naming conventions, and standards, and documenting the content to be collected from digital properties for reporting and analysis capabilities",49,1
"the sr data steward supports creation of policy standards and process management effort, creates tools and tracks compliance of enterprise master data management programs",24,1
the successful candidate will be responsible for operationalizing data governance and driving data analytical maturity throughout mfc’s business functions,44,1
"the successful incumbent will have the following minimum qualifications: proficient computer skillsat covia, we strive for and support a diverse workforce as we recognize this lays the foundation of our success",5,1
"the team provides support in the development, deployment, and documentation of tools and methods for assessing various aspects of compliance risk to state street",42,1
"the technical data steward works in partnership with the business data stewards to ensure definitions, business rules and stardards are defined and adhered to",35,1
there is a spirit here that drives us to do more,18,1
thermo fisher scientific - 1 hour ago - save job - original jobapply nowapply on company sitesave this job,15,1
"thermo fisher scientific is an eeo/affirmative action employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status",15,1
"they implement master data management and workflow solutions, define and maintain match rules, and establish “golden records",35,1
"they reflect our modern western values—straightforward, entrepreneurial and optimistic",18,1
they will need to manually modify databases to rectify issues identified to ensure analytic database accuracy,29,1
this function is responsible for ensuring and certifying that data is fit for use,10,1
this includes internal and external communication,4,1
this includes the validation of the accuracy of that data in addition to the prevention of erroneous or duplicative data being introduced into the company’s data tables,41,1
"this includes, but is not limited to, anti-money laundering (aml), ethics and the compliance oversight program (cop",42,1
"this individual will work collaboratively with the data stewards, data custodians, npm’s, engineering and sme’s to solicit and compile requirements to ensure on time product execution",8,1
"this job includes, but is not limited to, the following responsibilities: update and maintain bills of material and operations in the syteline erp system",4,1
"this may include, but is not limited to, replication restrictions, contract renewal frequency, contact information and limitations on the internal modification of the defined dataset",32,1
"this means our dress code is relaxed, and all types of work styles are welcomed",31,1
this might be the role for you,49,1
this person will be responsible for the data reporting and quality analysis needed to support our limited distribution pharmacy network and the patient services team,28,1
"this person will provide sap master data support and is accountable for managing, resolving, and preventing data problems that impact bose’s ability to conduct business effectively",8,1
this position plays a key role in the growth of commercial sales by helping to identify prospect accounts where we are not doing business today and adding those businesses into our systems,48,1
this position supports enterprise data governance and healthcare intelligence by expanding visibility and adoption of governed data assets resulting in reduced duplicates and elevating quality for strategic programs and operations across the psjh,24,1
"this position utilizes strong cross-functional and collaborative relationships with business partners to fully understand and implement their strategies and needs, and works closely with the commercial sales and commercial effectiveness leadership to maximize the overall effectiveness of our customer master data across the entire business, including sales, finance, and operations",48,1
"this role is strategically focused on the governance and management of customer data across staples and requires providing solid support to the marketing leadership in driving alignment on common definitions, business rules and usage and thereby creating a culture of customer data stewardship at staples to drive incremental value to the customers through more effective and data driven modern marketing",47,1
this role specifically assists with the management of ingredients and ingredient specification domains within the company’s global data assets,45,1
this role specifically assists with the management of packaging and packaging specification domains within the company’s global data assets,36,1
this role specifically assists with the management of product specification and recipe domains within the company’s global data assets,50,1
this role supports the objectives and goals of the enterprise data governance authority (edga) and enterprise data governance (edg) program,2,1
"this role will report to the global head, data operations – datagx with dotted line responsibilities to the office of the cao, global head risk excellence, datagx.first point of contact for data governance and data stewardship activities within area of responsibility for datagxdrive the collection and maintenance of key business metadata including data definitions; rules; lineage; data lifecycle; security; privacy; and process, organization, location and application models",10,1
"through a combination of innovative products and focused practitioner support, the company brings a refreshing perspective to the marketplace, creating real advantages for customers and wearers",40,1
"through data governance principles, help and support business functions and business data stewards to monitor regulatory guidelines (such as privacy requirements), compliance-related guidance (such as data retention and audit requirements",44,1
"throughout the 100 plus years of service, the company has evolved by successfully acquiring and integrating complementary businesses to become the largest company of its kind",48,1
"to be successful in this role, you must be a strong self-starter, highly organized, detail-oriented, and patient with the ability to initiate master data updates as necessary, ensuring completion of corrections",15,1
"together with key stakeholders across the company, the dgo is responsible to create the operating model in building a center of excellence focused on standardizing and sharing best practices in data definitions, parameters and management that meets business service level requirements on accuracy and speed",33,1
total rewards informationally's compensation program offers market-competitive base pay and pay-for-performance incentives (bonuses) based on achieving personal and company goals,26,1
"track adoption and buy-in of the enterprise data strategy from data stakeholders, management, executives and business partners from across psjh.qualifications: required qualifications for this position include:bachelor’s degree in data management, mis, strategy, policy administration, and/or other data-related or compliance fields.3 years proven experience documenting technical user requirments in a clinical/operational setting3 years experience documenting workflow and driving change management3 years participation in data governance/analtyics program6 years enterprise data warehouse and/or master data management (mdm) - functional and/or technical experiences",38,1
"track adoption and buy-in of the enterprise data strategy from data stakeholders, management, executives and business partners from across psjh.required qualifications for this position include:bachelor’s degree in data management, mis, strategy, policy administration, and/or other data-related or compliance fields.3 years proven experience documenting technical user requirments in a clinical/operational setting3 years experience documenting workflow and driving change management3 years participation in data governance/analtyics program6 years enterprise data warehouse and/or master data management (mdm) - functional and/or technical experiences",24,1
"track adoption of the enterprise data governance policies, procedures, and standards",24,1
"traded products data steward/analystbank of america22,275 reviews-charlotte, nc 28255bank of america22,275 reviewsread what people are saying about working here",7,1
train business users,35,1
train them in use of tools,35,1
training and coaching property counterparts in the full use of the bi tools to maximize its benefit,20,1
training and development - our commitment to your career development helps to set us apart as an employer,48,1
trains all employees to maintain a high level of skill and knowledge of their positions,41,1
trains new data stewards on proper use of data under their management,45,1
"triciorbraun is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, genetic information or any other characteristic protected by law",48,1
tricorbraun - 30+ days ago - save job - original jobapply nowapply on company sitesave this job,48,1
"tricorbraun is now a global packaging leader in plastics, glass and flexible packaging solutions",48,1
"tricorbraun works with client’s step by step through the design and engineering phases to create custom packaging solutions that are practical, innovative and appealing to our target markets",48,1
typically a minimum of three to five years of project management experience preferred.,11,1
typically requires a university degree or equivalent experience,13,1
"understand data policies, standards and procedures as defined by data governance",35,1
"understand the datagx business direction, processes, rules, requirements, deficiencies, and advise the board with insight and guidance to make informed decisionsguide the area needs for information sourcing; provisioning; consumption; standardization; and reporting & analyticsdrive the resolution of data, information and processing challenges that are having an adverse impact on the operational environment and/or business performance",10,1
"understanding of operational data concepts and their usageexperience writing policies and procedures and diagram workflowsunderstanding of project/program management, change management and change readiness, software development life cycle methodologies, and data qualityknowledge of master data technology initiatives and core data management strategies/best practices",24,1
understanding of the casino customer experience as well as innovative loyalty techniques is preferred,20,1
understanding of the interrelationship and impact of master data on functions/applications,33,1
"updates item master data in erp, planning and master data management (mdm) systems in accordance with product launches, discontinuations and movements",40,1
"using a combination of iqvia data and tools, data stewards work with client reference data and systems (mdm, crm) and/or spreadsheets to translate and verify prescriber and product data",6,1
"utilizes data and/or metrics from applicable systems to review data processes, identify issues, determine resolution and/ or escalate problems that require data, system or process improvements.",11,1
verifies accuracy of table changes and data transformation processes,11,1
"verifies entered data by reviewing, correcting, deleting, or reentering data; combining data from multiple systems when information is incomplete; purging files to eliminate duplication of data",40,1
we also pay a fee for successful referrals,3,1
"we are a $1.95 billion in sales company with more than 6,000 employees globally serving the financial services and insurance industries",1,1
we are an equal opportunity/affirmative action employer,22,1
"we are committed to providing employment opportunities to the most qualified candidate based on work-related factors and without regard to non-work-related factors including race, color, religion, national origin, gender, sexual orientation, age, disability, or veteran status",5,1
"we are evolving at a rapid pace and the clients we serve are challenged from every direction, which means we are growing and innovating to help drive their success",1,1
we are focused on supporting our mission by delivering a robust foundation of services and sharing of specialized expertise,38,1
we are focused on the next 115 years,31,1
"we are fully committed to employing a diverse workforce and creating an inclusive work environment that embraces everyone’s unique contributions, experiences and values",1,1
"we are looking for a senior digital analyst – digital data steward that will be an exceptional team player with the ability to collect and report on digital data and analytics effectively to aid in decision-making for the business, and has a respectful and courteous style that is consistent and lives the values of the best buy brand",49,1
"we are passionate about working closely with our customers, and engineering the most creative solutions to meet their particular food industry equipment needs",4,1
"we are proud to be an equal opportunity/affirmative action-employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class",39,1
we believe that employees do their best work when they are free to be themselves,31,1
"we believe the success of our company depends on the passion of the employees for learning, technology and people",49,1
we can’t do it without the best and brightest,31,1
"we deliver high-value products and services through our global presence and 3,000 team members",33,1
we encourage everyone to apply,12,1
"we evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, disability, veteran status, or any other legally protected characteristics",8,1
we have a great opportunity to launch a career in a pharmacy operation setting as a data management supervisor,41,1
we have no shortage of opportunities,33,1
"we lead our industry because we focus on our customers, but success like ours begins with passionate and dedicated team members",48,1
"we offer a full comprehensive range of benefits - see our website for detailshttp://www.providenceiscalling.jobs/rewards-benefits/our missionas expressions of god’s healing love, witnessed through the ministry of jesus, we are steadfast in serving all, especially those who are poor and vulnerable",38,1
"we offer opportunitiesacross our diverse business lines – retail banking, commercial banking, national finance, and wealth management",18,1
we proactively develop your potential and invest in your career,21,1
"we seek individuals who are passionate about animal welfare, have great people skills and are driven to grow and advance in their careers with us",25,1
"we seek to createa corporate culture that fosters and rewards excellence, encourages creative thinking and respects diversity – anenvironment where team members are engaged, supportive of one another and enthusiastic about serving our customers",18,1
"we take initiative, are fully accountable, build respect and trust, make transparency a must — and engage, include and collaborate at every turn",1,1
we take pride in our work and believe in cultivating a work environment that supports and values our greatest asset: our talented employees,1,1
we understand attracting great talent requires going beyond just competitive compensation and benefits,33,1
"we value and actively seek to recruit, develop, and retain individuals with varied backgrounds and experiences reflecting the full diversity of the communities that we serve",32,1
"we want to enhance your potential, both for your personal development and as a contributor to our firm",48,1
"we will consider all qualified applicants for employment regardless of age, race, color, national origin, sex, religion, veteran status, disability, sexual orientation, gender identity, or any other legally protected status",22,1
"we work to understand our clients across all distribution channels, and we use a creative, intelligent approach to crm to encourage adoption",22,1
"we're looking for someone self-motivated and able to handle multiple tasks.4-year degree in business, or production operations, preferred",4,1
"we’re making things better for pets, people and the planet through our think adoption first philosophy, the petco foundation and other important initiatives that focus on putting animals first, educating pet parents and reducing our carbon footprint",25,1
what is required for this role,49,1
what is the senior digital analyst – digital data steward responsible for,49,1
what sets bank of the west apart from other banks is our team members–they embody the optimistic spirit of the west,18,1
what’s in it for you,49,1
"when external, define the external authoritative source of the domain of values, as well as its update frequency, usage restrictions, and any necessary contact information",32,1
why consider this opportunity,49,1
why tricorbrauncareer opportunities - we are a stable and growing company offering a product that is widely recognized and useful,48,1
"with a critical focus of building data management capability across all data assets, the enterprise data governance team has the mission to establish data as a strategic asset with the right standards of care applied through the enablement of foundational capabilities achieving higher data maturity and delivering business value",1,1
"with our long history, exceptional experience, and wide range of offerings we’re the industry leader in this niche industry",48,1
"work as part of the master data governance team to recommended changes to improve process efficiencies, ensuring timely and professionally communication to users, management, and senior leadership with repetitive issuesinterface with cross-functional teams to validate adherence to master data policies and correct non-adherence where appropriateperform validation and corrections via audit reports to ensure standardization dailyapplication of best business practices for mass data updates as appropriateserve as a subject matter expert (sme) in the dgo operationsdevelop standard procedures, user guides and other necessary training and job aid materials, along with provide training as neededutilize analytical skills to identify trendsperforms other duties as assigned based on business needs",33,1
"work environment:the majority of job duties are conducted while seated indoors at a computer terminal, with little or no exposure to hazards",25,1
work in a fast-paced and busy environment,20,1
"work indoors and be exposed to various environmental factors such as, but not limited to, crt, noise, dust, and cigarette smoke",20,1
"work on transformation projects driven by it and lines of business to ensure accuracy, consistency, availability and security of data across systems and business areas",35,1
"work with a team of dedicated, passionate, fun individuals and the industries best in the digital space",49,1
work with appdev teams to validate production implementations of complex methodology and engineer our internal data model,39,1
work with cross-functional teams to implement and validate enhanced audience measurement methodologies,39,1
work with operational and ad stakeholders to perform root cause analysis of dq issues and document root cause and potential remediation plan,21,1
"work with or lead, coach mentor business process architects, data engineers, data analysts, analytics developers/modelers to implement and sustain the different components of data governance successfully using agile principles",44,1
work with others to perform data stewardship tasks on behalf of the steward,39,1
work with the business to ensure data is accurate and timely to meet deadlines,35,1
work with the business to identify pertinent data within existing sources and conduct in-depth audits to ensure their accuracy,20,1
"work with the data quality team, data steward and other stakeholders to establish repeatable, periodic data quality rules execution approach",21,1
work with the stakeholders to define and document the business rules both operational and system based as well as any existing controls,21,1
work with various business units and it to determine specific needs and implement those needs into various analyses,20,1
working conditionsoffice environmentweekend hourstravel (10%)tobacco freecarhartt - 30+ days ago - save job - original jobapply nowapply on company sitesave this job,35,1
"working knowledge of data lifecycle management to identify and understand data in business, business process context in heavy manufacturing environment",44,1
"working together, and differentiated by our superior data, analytics and data-enabled solutions, we empower our clients to make smarter business decisions through data-driven insights",1,1
working with marketing and operations business units to incorporate insights into actionable information and reporting,20,1
working with the business and it in identifying and providing access to new & external data sources that enhance reporting and analytics,20,1
"works with maintaining and executing edm standards implementation plan for the domain across capture, transport and use partners in the remediation of data incidents for the domain",7,1
"works with technical staff and business users to identify, analyze, prioritize and resolve discrepancies between policies, procedures, standards and data systems with minimal supervision.",11,1
"you have an important, uniquely rewarding role putting your skills and experiences to work supporting a specialty pharmacy operation",41,1
you must proactively mitigate risk in master data through knowledge of data requirements and execution of proper analysis,31,1
you will communicate with stakeholders and subject matter experts and lead project teams (business and technical) to ensure adherence to project deadlines,31,1
you will lead a team supporting the data management and integrity of all coram locations,41,1
